gene,gene_upper,panel,source_lists,categories,source_evidence
MCUB,MCUB,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Mitochondrial;Mitochondrial_Calcium,Calcium_genes_analysis:Mitochondrial_Calcium;Curated_258:Mitochondrial
MCUR1,MCUR1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Mitochondrial;Mitochondrial_Calcium,Calcium_genes_analysis:Mitochondrial_Calcium;Curated_258:Mitochondrial
MEF2A,MEF2A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MEF2B,MEF2B,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MEF2C,MEF2C,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MEF2D,MEF2D,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cGMP-PKG signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MET,MET,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
MICU1,MICU1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Mitochondrial;Mitochondrial_Calcium,Calcium_genes_analysis:Mitochondrial_Calcium;Curated_258:Mitochondrial
MICU2,MICU2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Mitochondrial;Mitochondrial_Calcium,Calcium_genes_analysis:Mitochondrial_Calcium;Curated_258:Mitochondrial
MICU3,MICU3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Mitochondrial;Mitochondrial_Calcium,Calcium_genes_analysis:Mitochondrial_Calcium;Curated_258:Mitochondrial
MRLN,MRLN,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
MST1,MST1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcium signaling pathway;Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
MST1R,MST1R,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
MYH6,MYH6,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MYH7,MYH7,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MYL9,MYL9,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MYLK,MYLK,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;KEGG_calcium_cAMP:Calcium signaling pathway
MYLK2,MYLK2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;KEGG_calcium_cAMP:Calcium signaling pathway
MYLK3,MYLK3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;KEGG_calcium_cAMP:Calcium signaling pathway
MYLK4,MYLK4,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;KEGG_calcium_cAMP:Calcium signaling pathway
NALCN,NALCN,Tier4_Expanded_Calcium_Associated_732,Curated_258,PM_channels_other,Curated_258:PM_channels_other
NCALD,NCALD,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Ca_sensors
NCS1,NCS1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Ca_sensors
NECAB1,NECAB1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
NECAB2,NECAB2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
NECAB3,NECAB3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
NFAT5,NFAT5,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Calcineurin_NFAT;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Calcineurin_NFAT
NFATC1,NFATC1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcineurin_NFAT;Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Calcineurin_NFAT;KEGG_calcium_cAMP:Calcium signaling pathway
NFATC2,NFATC2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcineurin_NFAT;Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Calcineurin_NFAT;KEGG_calcium_cAMP:Calcium signaling pathway
NFATC3,NFATC3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcineurin_NFAT;Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Calcineurin_NFAT;KEGG_calcium_cAMP:Calcium signaling pathway
NFATC4,NFATC4,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Categorized_calcium;Curated_258;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcineurin_NFAT;Calcium signaling pathway;Calcium_Signaling;Galaxy_STAR_calcium;Other Ca-related,Calcium_genes_analysis:Calcium_Signaling;Categorized_calcium:Other Ca-related;Curated_258:Calcineurin_NFAT;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
NFKB1,NFKB1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
NFKBIA,NFKBIA,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
NGF,NGF,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
NOS1,NOS1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
NOS2,NOS2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
NOS3,NOS3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
NPPA,NPPA,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
NPPB,NPPB,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
NPPC,NPPC,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
NPR1,NPR1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
NPR2,NPR2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
NPTN,NPTN,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
NPY,NPY,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
NPY1R,NPY1R,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
NTRK1,NTRK1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
NTRK2,NTRK2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
NTRK3,NTRK3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
NTSR1,NTSR1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
NUCB1,NUCB1,Tier4_Expanded_Calcium_Associated_732,Curated_258,Ca_sensors,Curated_258:Ca_sensors
NUCB2,NUCB2,Tier4_Expanded_Calcium_Associated_732,Curated_258,Ca_sensors,Curated_258:Ca_sensors
OPRD1,OPRD1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
ORAI1,ORAI1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP;SOCE_core_manual,Calcium signaling pathway;Calcium_Channel;SOCE_core,Calcium_genes_analysis:Calcium_Channel;Curated_258:SOCE_core;KEGG_calcium_cAMP:Calcium signaling pathway;SOCE_core_manual:SOCE_core
ORAI2,ORAI2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP;SOCE_core_manual,Calcium signaling pathway;Calcium_Channel;SOCE_core,Calcium_genes_analysis:Calcium_Channel;Curated_258:SOCE_core;KEGG_calcium_cAMP:Calcium signaling pathway;SOCE_core_manual:SOCE_core
ORAI3,ORAI3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP;SOCE_core_manual,Calcium signaling pathway;Calcium_Channel;SOCE_core,Calcium_genes_analysis:Calcium_Channel;Curated_258:SOCE_core;KEGG_calcium_cAMP:Calcium signaling pathway;SOCE_core_manual:SOCE_core
OXT,OXT,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
OXTR,OXTR,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
P2RX1,P2RX1,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
P2RX2,P2RX2,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
P2RX3,P2RX3,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
P2RX4,P2RX4,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
P2RX5,P2RX5,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
P2RX6,P2RX6,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
P2RX7,P2RX7,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
P3R3URF-PIK3R3,P3R3URF-PIK3R3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PACS2,PACS2,Tier4_Expanded_Calcium_Associated_732,Curated_258,SOCE_modulators,Curated_258:SOCE_modulators
PAK1,PAK1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PDCD6,PDCD6,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
PDE10A,PDE10A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PDE1A,PDE1A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PDE1B,PDE1B,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PDE1C,PDE1C,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PDE2A,PDE2A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PDE3A,PDE3A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PDE3B,PDE3B,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PDE4A,PDE4A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PDE4B,PDE4B,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PDE4C,PDE4C,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PDE4D,PDE4D,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PDE5A,PDE5A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PDGFA,PDGFA,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PDGFB,PDGFB,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PDGFC,PDGFC,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PDGFD,PDGFD,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PDGFRA,PDGFRA,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PDGFRB,PDGFRB,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PDZD8,PDZD8,Tier4_Expanded_Calcium_Associated_732,Curated_258,SOCE_modulators,Curated_258:SOCE_modulators
PHKA1,PHKA1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcium signaling pathway;Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
PHKA2,PHKA2,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcium signaling pathway;Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
PHKB,PHKB,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcium signaling pathway;Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
PHKG1,PHKG1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PHKG2,PHKG2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PICALM,PICALM,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Calmodulin/CaMK;Galaxy_STAR_calcium,Categorized_calcium:Calmodulin/CaMK;Galaxy_STAR_calcium:Galaxy_STAR_calcium
PIK3CA,PIK3CA,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PIK3CB,PIK3CB,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PIK3CD,PIK3CD,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PIK3CG,PIK3CG,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PIK3R1,PIK3R1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PIK3R2,PIK3R2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PIK3R3,PIK3R3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PIK3R5,PIK3R5,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PIK3R6,PIK3R6,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PKD1,PKD1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
PKD2,PKD2,Tier4_Expanded_Calcium_Associated_732,Curated_258,TRP_channels,Curated_258:TRP_channels
PKD2L1,PKD2L1,Tier4_Expanded_Calcium_Associated_732,Curated_258,TRP_channels,Curated_258:TRP_channels
PKD2L2,PKD2L2,Tier4_Expanded_Calcium_Associated_732,Curated_258,TRP_channels,Curated_258:TRP_channels
PLCB1,PLCB1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling;PLC_IP3,Calcium_genes_analysis:Calcium_Signaling;Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
PLCB2,PLCB2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling;PLC_IP3,Calcium_genes_analysis:Calcium_Signaling;Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
PLCB3,PLCB3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling;PLC_IP3,Calcium_genes_analysis:Calcium_Signaling;Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
PLCB4,PLCB4,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling;PLC_IP3,Calcium_genes_analysis:Calcium_Signaling;Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
PLCD1,PLCD1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Categorized_calcium;Curated_258;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling;Galaxy_STAR_calcium;Other Ca-related;PLC_IP3,Calcium_genes_analysis:Calcium_Signaling;Categorized_calcium:Other Ca-related;Curated_258:PLC_IP3;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
PLCD3,PLCD3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling;PLC_IP3,Calcium_genes_analysis:Calcium_Signaling;Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
PLCD4,PLCD4,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling;PLC_IP3,Calcium_genes_analysis:Calcium_Signaling;Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
PLCE1,PLCE1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling;PLC_IP3,Calcium_genes_analysis:Calcium_Signaling;Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
PLCG1,PLCG1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling;PLC_IP3,Calcium_genes_analysis:Calcium_Signaling;Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
PLCG2,PLCG2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling;PLC_IP3,Calcium_genes_analysis:Calcium_Signaling;Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
PLCH1,PLCH1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
PLCH2,PLCH2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
PLCL1,PLCL1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
PLCL2,PLCL2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
PLCZ1,PLCZ1,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PLC_IP3,Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
PLD1,PLD1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cAMP signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cAMP signaling pathway
PLD2,PLD2,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cAMP signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cAMP signaling pathway
PLN,PLN,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
POMC,POMC,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
POPDC2,POPDC2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
POPDC3,POPDC3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PPARA,PPARA,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cAMP signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cAMP signaling pathway
PPIF,PPIF,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PPP1CA,PPP1CA,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PPP1CB,PPP1CB,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PPP1CC,PPP1CC,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
